start_time,end_time,instrument,note,start_beat,end_beat,note_value,Instrument Group
94173,442334,41,81,0.0,4.25,Whole,3
94173,176094,7,50,0.0,0.489583333333,Eighth,1
94173,161758,41,74,0.0,0.239583333333,Sixteenth,3
162270,176094,7,74,0.25,0.239583333333,Sixteenth,1
176606,203742,7,62,0.5,0.489583333333,Eighth,1
176606,189918,7,76,0.5,0.239583333333,Sixteenth,1
190430,203742,7,78,0.75,0.239583333333,Sixteenth,1
204254,232414,7,61,1.0,0.489583333333,Eighth,1
204254,217566,7,67,1.0,0.239583333333,Sixteenth,1
218077,232414,7,76,1.25,0.239583333333,Sixteenth,1
232926,249822,7,66,1.5,0.239583333333,Sixteenth,1
232926,269790,7,62,1.5,0.489583333333,Eighth,1
250334,269790,7,74,1.75,0.239583333333,Sixteenth,1
270302,295902,7,73,2.0,0.239583333333,Sixteenth,1
270302,310238,7,57,2.0,0.489583333333,Eighth,1
296414,310238,7,69,2.25,0.239583333333,Sixteenth,1
313822,346078,7,55,2.5,0.489583333333,Eighth,1
313822,331742,7,73,2.5,0.239583333333,Sixteenth,1
332254,346078,7,76,2.75,0.239583333333,Sixteenth,1
347102,365022,7,81,3.0,0.239583333333,Sixteenth,1
347102,382942,7,54,3.0,0.489583333333,Eighth,1
365534,382942,7,74,3.25,0.239583333333,Sixteenth,1
383454,397278,7,73,3.5,0.239583333333,Sixteenth,1
383454,420318,7,52,3.5,0.489583333333,Eighth,1
403422,420318,7,79,3.75,0.239583333333,Sixteenth,1
420830,441822,7,78,4.0,0.239583333333,Sixteenth,1
420830,458205,7,50,4.0,0.489583333333,Eighth,1
442334,458205,41,79,4.25,0.239583333333,Sixteenth,3
442334,458205,7,76,4.25,0.239583333333,Sixteenth,1
458718,475101,41,83,4.5,0.239583333333,Sixteenth,3
458718,475101,7,79,4.5,0.239583333333,Sixteenth,1
458718,504798,7,62,4.5,0.489583333333,Eighth,1
475614,504798,41,81,4.75,0.239583333333,Sixteenth,3
475614,504798,7,78,4.75,0.239583333333,Sixteenth,1
505310,523742,41,79,5.0,0.239583333333,Sixteenth,3
505310,523742,7,76,5.0,0.239583333333,Sixteenth,1
505310,541662,7,61,5.0,0.489583333333,Eighth,1
524254,541662,41,78,5.25,0.239583333333,Sixteenth,3
524254,541662,7,69,5.25,0.239583333333,Sixteenth,1
542174,583646,7,62,5.5,0.489583333333,Eighth,1
542174,560094,7,67,5.5,0.239583333333,Sixteenth,1
542174,560094,41,76,5.5,0.239583333333,Sixteenth,3
560606,583646,7,66,5.75,0.239583333333,Sixteenth,1
560606,583646,41,74,5.75,0.239583333333,Sixteenth,3
584670,625630,41,73,6.0,0.489583333333,Eighth,3
584670,604638,7,64,6.0,0.239583333333,Sixteenth,1
584670,625630,7,57,6.0,0.489583333333,Eighth,1
605150,625630,7,73,6.25,0.239583333333,Sixteenth,1
626142,665566,7,55,6.5,0.489583333333,Eighth,1
626142,645086,41,71,6.5,0.239583333333,Sixteenth,3
626142,645086,7,74,6.5,0.239583333333,Sixteenth,1
645598,665566,7,76,6.75,0.239583333333,Sixteenth,1
645598,665566,41,69,6.75,0.239583333333,Sixteenth,3
666078,703454,7,54,7.0,0.489583333333,Eighth,1
666078,683998,7,69,7.0,0.239583333333,Sixteenth,1
684510,703454,7,74,7.25,0.239583333333,Sixteenth,1
703966,745950,7,52,7.5,0.489583333333,Eighth,1
703966,722910,7,67,7.5,0.239583333333,Sixteenth,1
703966,745950,41,76,7.5,0.489583333333,Eighth,3
723422,745950,7,73,7.75,0.239583333333,Sixteenth,1
746462,793053,7,50,8.0,0.489583333333,Eighth,1
746462,771038,7,74,8.0,0.239583333333,Sixteenth,1
746462,771550,41,78,8.0,0.25,Sixteenth,3
771550,793566,41,76,8.25,0.25,Sixteenth,3
771550,793053,7,78,8.25,0.239583333333,Sixteenth,1
793566,832477,7,62,8.5,0.489583333333,Eighth,1
793566,808414,7,83,8.5,0.239583333333,Sixteenth,1
793566,808926,41,79,8.5,0.25,Sixteenth,3
808926,832477,7,81,8.75,0.239583333333,Sixteenth,1
808926,833502,41,78,8.75,0.25,Sixteenth,3
833502,870878,7,61,9.0,0.489583333333,Eighth,1
833502,850910,7,79,9.0,0.239583333333,Sixteenth,1
851422,871389,41,81,9.25,0.25,Sixteenth,3
851422,870878,7,78,9.25,0.239583333333,Sixteenth,1
871389,907741,7,62,9.5,0.489583333333,Eighth,1
871389,889822,7,76,9.5,0.239583333333,Sixteenth,1
871389,890334,41,79,9.5,0.25,Sixteenth,3
890334,908254,41,78,9.75,0.25,Sixteenth,3
890334,907741,7,74,9.75,0.239583333333,Sixteenth,1
908254,925150,41,79,10.0,0.25,Sixteenth,3
908254,951774,7,57,10.0,0.489583333333,Eighth,1
908254,915422,7,73,10.0,0.114583333333,Thirty Second,1
912350,919518,7,74,10.0625,0.114583333333,Thirty Second,1
916446,924637,7,73,10.125,0.114583333333,Thirty Second,1
920030,928222,7,74,10.1875,0.114583333333,Thirty Second,1
925150,952286,41,78,10.25,0.25,Sixteenth,3
925150,951774,7,73,10.25,0.239583333333,Sixteenth,1
952286,969694,41,83,10.5,0.25,Sixteenth,3
952286,990174,7,55,10.5,0.489583333333,Eighth,1
952286,969182,7,74,10.5,0.239583333333,Sixteenth,1
969694,990174,7,73,10.75,0.239583333333,Sixteenth,1
969694,990686,41,81,10.75,0.25,Sixteenth,3
990686,1010142,7,76,11.0,0.239583333333,Sixteenth,1
990686,1032158,7,54,11.0,0.489583333333,Eighth,1
1010654,1032670,41,81,11.25,0.25,Sixteenth,3
1010654,1032158,7,74,11.25,0.239583333333,Sixteenth,1
1032670,1074654,7,52,11.5,0.489583333333,Eighth,1
1032670,1051102,7,78,11.5,0.239583333333,Sixteenth,1
1032670,1051614,41,86,11.5,0.25,Sixteenth,3
1051614,1075678,41,85,11.75,0.25,Sixteenth,3
1051614,1074654,7,76,11.75,0.239583333333,Sixteenth,1
1075678,1120222,7,50,12.0,0.489583333333,Eighth,1
1075678,1140702,7,78,12.0,0.75,Dotted Eighth,1
1075678,1105374,41,86,12.0,0.25,Sixteenth,3
1105374,1112542,41,85,12.25,0.125,Thirty Second,3
1112542,1120734,41,83,12.375,0.125,Thirty Second,3
1120734,1140702,41,81,12.5,0.25,Sixteenth,3
1120734,1160670,7,55,12.5,0.489583333333,Eighth,1
1140702,1160670,7,83,12.75,0.239583333333,Sixteenth,1
1140702,1161182,41,79,12.75,0.25,Sixteenth,3
1161182,1208286,41,78,13.0,0.5,Eighth,3
1161182,1207774,7,57,13.0,0.489583333333,Eighth,1
1161182,1180638,7,81,13.0,0.239583333333,Sixteenth,1
1181150,1207774,7,74,13.25,0.239583333333,Sixteenth,1
1208286,1249246,7,45,13.5,0.489583333333,Eighth,1
1208286,1213918,41,76,13.5,0.0625,Sixty Fourth,3
1208286,1233374,7,73,13.5,0.239583333333,Sixteenth,1
1213918,1222110,41,78,13.5625,0.0625,Sixty Fourth,3
1222110,1233886,41,76,13.625,0.125,Thirty Second,3
1233886,1249246,41,74,13.75,0.239583333333,Sixteenth,3
1233886,1249246,7,79,13.75,0.239583333333,Sixteenth,1
1249758,1305566,7,38,14.0,0.489583333333,Eighth,1
1249758,1286622,41,74,14.0,0.25,Sixteenth,3
1249758,1338334,7,78,14.0,0.989583333333,Quarter,1
1286622,1306078,41,76,14.25,0.25,Sixteenth,3
1306078,1338334,7,50,14.5,0.489583333333,Eighth,1
1306078,1323998,41,78,14.5,0.25,Sixteenth,3
1323998,1339358,41,80,14.75,0.25,Sixteenth,3
1339358,1374686,41,81,15.0,0.25,Sixteenth,3
1339358,1387998,7,49,15.0,0.489583333333,Eighth,1
1374686,1388510,41,80,15.25,0.25,Sixteenth,3
1388510,1445342,7,47,15.5,0.489583333333,Eighth,1
1388510,1416670,41,81,15.5,0.25,Sixteenth,3
1416670,1445853,41,83,15.75,0.25,Sixteenth,3
1445853,1637854,7,76,16.0,2.25,Half,1
1445853,1492958,7,45,16.0,0.489583333333,Eighth,1
1445853,1509854,41,73,16.0,0.75,Dotted Eighth,3
1493470,1535453,7,57,16.5,0.489583333333,Eighth,1
1509854,1535965,41,71,16.75,0.25,Sixteenth,3
1535965,1575390,7,56,17.0,0.489583333333,Eighth,1
1535965,1553886,41,74,17.0,0.25,Sixteenth,3
1553886,1575902,41,73,17.25,0.25,Sixteenth,3
1575902,1622494,7,57,17.5,0.489583333333,Eighth,1
1575902,1593310,41,71,17.5,0.25,Sixteenth,3
1593310,1623518,41,69,17.75,0.25,Sixteenth,3
1623518,1792989,41,76,18.0,2.25,Half,3
1623518,1661918,7,52,18.0,0.489583333333,Eighth,1
1637854,1661918,7,64,18.25,0.239583333333,Sixteenth,1
1662430,1680861,7,68,18.5,0.239583333333,Sixteenth,1
1662430,1696734,7,50,18.5,0.489583333333,Eighth,1
1681373,1696734,7,71,18.75,0.239583333333,Sixteenth,1
1697246,1738206,7,49,19.0,0.489583333333,Eighth,1
1697246,1718750,7,76,19.0,0.239583333333,Sixteenth,1
